date,glass_id,num_cum_sys,total_zooids,attached_zooids,total_systems,attached_systems,oozooid_yield,retied?,ampul_pt_num,condition,terminated?,termination_just,comments
7/13/23,S004C001,4,NA,0,NA,0,1,y,0,4,n,none,subdivided colonies at pt of tunic degridation  two on slide instead of 1 now
7/13/23,S006C001,NA,NA,0,NA,0,6,n,2,6,n,none,"both cumulative systems have 1-2 ampullae beginning to glide out. If ampullate gliding out, celan gently with brush and tweezers but do not remove any dtrings. if you need to pin down more, just tie with more string on top of whats loose."
7/13/23,S008C001,1,NA,0,NA,0,0,y,0,4,n,none,"yes, ~70% tunic disentigrating, removed that part and retied"
7/13/23,S009C001,2,NA,0,NA,0,3,n,0,4,n,none,
7/13/23,S010C001,2,NA,0,NA,0,0,y,0,6,n,none,subdivided colonies at pt of tunic degridation  two on slide instead of 1 now
7/13/23,S011C001,1,NA,0,NA,0,0,y,0,7,n,none,
7/13/23,S016C001,2,NA,0,NA,0,0,n,2,6,n,none,pinned down further with string
7/13/23,S016C002,1,NA,0,NA,0,3,y,0,,n,none,
7/13/23,S017C001,1,NA,21,NA,3,0,n,5,7,n,none,
7/13/23,S018C001,4,NA,19,NA,2,0,y,2,6,n,none,
7/13/23,S018C002,3,NA,28,NA,2,0,y,2,6,n,none,
7/13/23,S022C001,1,NA,0,NA,0,15,n,0,6,n,none,oozoids to remain on same slide as parental
7/14/23,S002C001,1,NA,0,NA,1,21,y,1,5,n,none,
7/14/23,S005C001,3,NA,0,NA,0,13,y,0,4,n,none,
7/14/23,S010C001,1,NA,0,NA,0,0,n,0,0,y,zooids being reabsorbed,"when brushed, animal relesead larva. larva collected and placed in cell strainer. whole larva will be placed in media and left in incubator. monday animals will be attempted to be plated"
7/14/23,S015C001,3,NA,0,NA,0,3,y,0,3,n,none,"much of the colony degraded, split up and retained ~5% of the original colony"
7/14/23,S020C001,3,NA,0,NA,0,6,y,0,4,y,degrading and dying,su495 students (Jason) - moved to box C1
7/14/23,S021C001,1,NA,5,NA,1,0,n,2,6,n,none,
7/14/23,S024C001,1,NA,42,NA,1,0,n,6,7,y,degrading and dying,su495 student (Emily) using 7/17/23 onwards
7/14/23,S025C001,2,NA,0,NA,0,0,n,2,6,n,none,formerly 2 cumulative systems 1 degraded
7/14/23,S026C001,1,NA,0,NA,1,3,n,4,6,n,none,formerly 2 cumulative systems 1 degraded
7/16/23,S005C001,3,NA,0,NA,1,0,y,1,4,n,none,
7/18/23,S004C001,2,NA,0,NA,0,0,y,0,4,n,none,
7/18/23,S006C001,2,NA,0,NA,0,0,n,1,6,n,none,
7/18/23,S008C001,1,NA,2,NA,1,0,n,1,6,n,none,
7/18/23,S009C001,6,NA,3,NA,1,0,y,1,4,n,none,
7/18/23,S010C001,2,NA,0,NA,0,0,n,0,6,n,none,
7/18/23,S011C001,1,NA,0,NA,0,2,n,0,6,n,none,
7/18/23,S016C001,8,NA,35,NA,6,0,y,8,7,n,none,
7/18/23,S016C002,NA,NA,0,NA,0,0,y,0,4,n,none,
7/18/23,S017C001,3,NA,54,NA,3,0,"n, moved to subclone box",6,8,n,none,
7/18/23,S017C002,1,NA,0,NA,0,0,y,0,6,n,none,
7/18/23,S018C001,2,NA,48,NA,2,0,n,,7,n,none,
7/18/23,S018C002,1,NA,31,NA,1,0,n,1,7,n,none,
7/18/23,S018C003,4,NA,0,NA,0,0,y,0,5,n,none,
7/18/23,S018C004,1,NA,0,NA,0,0,y,0,4,n,degrading and dying,removed with two tweezers what appeared to be scar tunic tissue and tied the system to the plate as normal
7/18/23,S019C001,1,NA,22,NA,2,0,n,1,5,n,none,
7/18/23,S022C001,2,NA,0,NA,0,0,y,0,6,n,none,
7/18/23,S023C001,5,NA,0,NA,0,0,n,2,6,n,none,su495
7/18/23,S024C001,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,none,su495
7/18/23,S026C001,1,NA,29,NA,3,0,n,3,7,n,none,
7/19/23,S003C001,2,NA,0,NA,0,0,n,0,0,y,"micro invetebrates consuming tunic, no bloodflow",
7/19/23,S003C002,2,NA,14,NA,2,,y,2,6,n,none,
7/19/23,S004C001,1,NA,0,NA,0,0,n,0,5,"n, one system removed bc too many micro invert", ,
7/19/23,S005C001,1,NA,0,NA,0,3,n,0,0,y,"micro invetebrates consuming tunic, no bloodflow",
7/19/23,S015C001,3,NA,1,NA,2,,n,2,6,n,none,
7/19/23,S017C002,1,NA,0,NA,0,0,y,0,5,n,none,
7/19/23,S021C001,1,NA,NA,NA,1,,n,,,n,none,
7/19/23,S021C002,2,NA,0,NA,0,0,y,,,n,none,
7/19/23,S025C001,3,NA,0,NA,0,10,n,0,5,n,none,
7/19/23,S027C001,1,NA,17,NA,6,,n,4,6,n,none,used for dissection of zooids on 7/12/23
7/19/23,S028C001,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,none,
7/20/23,S028C001,2,NA,NA,NA,,0,y,3,6,n,none,oozoods sharing slide
7/20/23,S029C001,3,NA,NA,NA,,0,y,0,6,n,none,oozoods sharing slide
7/20/23,S029C002,3,NA,NA,NA,NA,NA,NA,NA,NA,n,none,su495
7/20/23,S030C001,1,NA,NA,NA,1,0,n,NA,7,n,none,
7/22/23,S003C001,2,NA,32,NA,5,0,n,4,7,n,none,subdivided and moved to the A series tanks
7/22/23,S003C002,0,NA,0,NA,0,0,y,0,5,n,none,
7/22/23,S003C003,2,NA,0,NA,0,0,y,0,5,n,none,
7/22/23,S004C001,1,NA,0,NA,0,0,n,1,6,n,none,
7/22/23,S006C001,3,NA,0,NA,2,3,n,3,5,n,none,
7/22/23,S008C001,1,NA,7,12,1,11,n,1,7,n,none,
7/22/23,S009C001,4,NA,3,9,1,0,n,1,5,n,none,
7/22/23,S010C001,2,NA,0,NA,0,0,n,0,0,y,degrading tunic no blood,
7/22/23,S011C001,1,NA,0,NA,0,0,n,0,0,y,"degrading tunic, no blood, red pigment (should be black)",
7/22/23,S015C001,3,NA,3,14,2,0,n,2,6,n,none,
7/22/23,S016C002,3,NA,0,NA,0,1,n,0,5,n,none,
7/22/23,S017C002,1,NA,0,NA,0,0,n,0,5,n,none,
7/22/23,S018C003,4,NA,0,NA,0,2,n,0,5,n,none,
7/22/23,S018C004,1,NA,0,NA,0,0,n,0,5,n,none,su495 students (Mindy & Ayasha) - used up remaining systems (nothing left)
7/22/23,S019C001,1,NA,23,NA,2,0,n,1,7,n,none,"subdivided, excess tissue moved to S019C002, S019C001 Moved to subdivided tank"
7/22/23,S019C002,1,NA,0,NA,0,0,y,0,5,n,degrading and dying,
7/22/23,S021C002,2,NA,0,NA,0,0,n,0,0,y,exteremly puffy tunic no blood flow,
7/22/23,S022C001,2,NA,0,NA,0,0,y,0,5,n,none,
7/22/23,S023C001,4,NA,0,NA,0,46,y,0,6,n,none,su495 students (Emily) - moved to box C1
7/22/23,S024C002,3,NA,0,NA,0,3,n,0,5,n,none,su495 students (Mercy & Karla --> Sarah) - moved to box C1
7/22/23,S025C001,3,NA,0,NA,0,0,y,0,4,n,none,
7/22/23,S028C001,1,NA,0,NA,0,,n,0,6,n,none,
7/22/23,S029C001,2,NA,18,NA,2,0,n,2,6,n,none,
7/22/23,S029C002,3,NA,0,NA,0,0,y,0,5,n,none,su495 students (Sarah) - moved to box C1
7/22/23,S031C001,3,NA,24,NA,3,0,n,5,7,n,none,subdivided and moved to the A series tanks
7/22/23,S031C002,1,NA,0,NA,0,0,n,1,6,n,none,subcloned to new slide from S031C001 (gliding over the edge of the slide)
7/22/23,S031C003,0,NA,0,NA,0,0,n,0,4,n,none,retied bits from S031C001
7/24/23,MC1001,1,8,0,1,0,0,n,0,5,n,none,
7/24/23,MC1002,1,7,7,1,1,0,n,0,5,n,none,
7/24/23,MC1003,1,12,12,2,2,0,n,3,6,n,none,
7/24/23,MC2001,0,0,0,0,0,0,n,0,0,y,"no blood flow, no zooids",
7/24/23,MC3001,1,15,15,2,2,0,n,3,6,n,none,
7/24/23,S003C001,2,34,34,6,6,0,n,5,7,n,none,
7/24/23,S003C002,2,72,0,12,0,0,n,0,5,n,none,
7/24/23,S003C003,2,67,0,11,0,0,n,0,5,n,none,
7/24/23,S004C001,1,12,4,2,1,0,y,1,7,n,none,
7/24/23,S006C001,2,190,0,41,0,0,n,1,5,n,none,
7/24/23,S008C001,1,38,6,14,1,0,n,2,7,n,none,
7/24/23,S009C001,4,46,3,12,1,0,n,2,5,n,none,
7/24/23,S015C001,2,80,1,14,1,3,n,1,5,n,none,
7/24/23,S016C001,4,25,25,5,5,0,n,0,,n,none,
7/24/23,S016C002,3,53,0,10,0,0,y,0,5,n,none,
7/24/23,S017C001,2,32,32,4,4,0,n,3,7,n,none,
7/24/23,S017C002,1,25,0,9,0,0,n,0,4,n,none,
7/24/23,S017C003,1,6,6,1,1,0,n,1,8,n,none,
7/24/23,S018C001,1,78,37,11,4,0,n,3,6,n,none,
7/24/23,S018C002,1,28,28,2,2,0,n,0,6,n,none,
7/24/23,S018C003,4,47,5,16,1,0,n,1,6,n,none,
7/24/23,S018C004,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,none,su495
7/24/23,S019C001,1,21,21,2,2,0,n,1,7,n,none,
7/24/23,S019C002,1,97,10,21,2,0,n,2,5,n,none,
7/24/23,S021C001,1,39,8,6,2,0,n,2,6,n,none,
7/24/23,S022C001,2,22,0,14,0,0,n,1,6,n,none,
7/24/23,S023C001,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,none,su495
7/24/23,S024C001,1,20,20,4,4,0,n,0,2,n,none,su495
7/24/23,S024C002,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,none,su495
7/24/23,S025C001,3,58,0,19,0,0,n,0,4,n,none,
7/24/23,S026C001,1,27,27,6,6,0,n,1,5,n,none,
7/24/23,S026C001,1,26,26,12,12,0,n,0,5,n,none,
7/24/23,S027C001,1,8,8,5,5,0,n,0,4,n,none,
7/24/23,S028C001,1,43,0,11,0,0,n,0,5,n,none,
7/24/23,S029C001,2,20,17,3,2,0,n,2,7,n,none,
7/24/23,S029C002,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,none,su495
7/24/23,S030C001,1,13,13,2,2,0,n,3,6,n,none,
7/24/23,S031C001,3,26,20,5,4,0,n,2,6,n,none,
7/24/23,S031C002,1,9,9,1,1,0,n,4,8,n,none,was left over the weekend in a standing container from 7/22 to 7/24 horizontal to attach fully to slide. transfer to system on 7/24
7/24/23,S031C003,3,56,0,14,0,0,n,0,5,n,none,1 cumulative system all zooids reabsorbed therefore terminated
7/24/23,TMSUB1,1,0,0,0,0,0,n,0,3,n,none,
7/24/23,TMSUB3,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,none,
7/24/23,TMSUB5,1,1,1,1,1,0,n,1,4,n,none,
7/28/23,MC1001,1,7,0,1,0,0,n,0,6,n,none,
7/28/23,MC1002,1,6,6,1,1,0,n,0,6,n,none,
7/28/23,MC1002,1,9,9,2,2,0,n,3,7,n,none,
7/28/23,MC3001,1,12,12,2,2,0,n,3,8,n,none,
7/28/23,S003C001,2,38,38,6,6,3,n,2,7,n,none,
7/28/23,S003C002,2,0,0,0,0,,n,0,0,n,none,
7/28/23,S003C003,2,30,0,1,0,6,n,0,4,n,none,
7/28/23,S004C001,1,8,4,2,1,1,n,0,6,n,none,
7/28/23,S008C001,4,118,0,24,0,,y,0,6,n,none,
7/28/23,S008C001,1,34,6,13,1,0,n,0,6,n,none,
7/28/23,S009C001,4,36,3,12,1,0,n,0,6,n,none,
7/28/23,S010C002,3,56,0,13,0,0,n,0,5,n,none,
7/28/23,S015C001,3,46,2,12,2,0,n,2,6,n,none,
7/28/23,S016C001,4,26,26,5,5,11,n,4,8,n,none,
7/28/23,S017C001,2,28,28,3,3,0,n,2,8,n,none,
7/28/23,S017C002,1,14,0,4,0,4,n,0,0,y,no flow,
7/28/23,S017C003,1,6,6,1,1,0,n,1,7,n,none,
7/28/23,S018C001,2,85,50,11,5,3,n,3,7,n,none,
7/28/23,S018C002,1,17,17,2,2,1,n,1,7,n,none,
7/28/23,S019C001,1,17,17,2,2,0,n,2,8,n,none,
7/28/23,S021C001,1,33,10,4,2,0,n,3,8,n,none,
7/28/23,S022C001,2,49,0,9,NA,0,n,0,5,n,none,
7/28/23,S025C001,3,50,0,9,NA,0,n,0,5,n,none,
7/28/23,S026C001,1,0,0,0,0,0,n,0,1,y,no zooids ,
7/28/23,S026C001,1,25,17,5,4,1,n,3,7,n,none,
7/28/23,S028C001,1,37,0,7,NA,0,n,0,0,y,no flow,
7/28/23,S029C001,2,20,0,4,NA,18,n,0,4,n,none,
7/28/23,S030C001,1,9,9,1,1,0,n,3,8,n,none,
7/28/23,S031C001,2,27,27,5,5,0,n,5,7,n,none,
7/28/23,S031C002,1,20,10,1,1,3,n,3,8,n,none,
7/28/23,S031C003,2,47,0,13,0,0,n,0,5,n,none,
7/28/23,S040C001,1,NA,0,11,NA,0,n,0,4,n,none,
7/28/23,S041C001,1,NA,0,6,NA,0,n,0,4,n,none,
7/28/23,S042C001,1,184,0,32,NA,0,n,0,3,n,none,
7/28/23,S043C001,1,NA,0,2,NA,0,n,0,4,n,none,
7/28/23,S044C001,2,172,0,20,NA,0,n,0,4,n,none,
7/28/23,S045C001,1,62,0,5,NA,0,n,1,5,n,none,
7/28/23,S046C001,1,115,0,20,NA,0,n,0,3,n,none,
7/28/23,S047C001,1,11,0,4,NA,0,n,0,0,y,no flow,
7/28/23,S048C001,1,119,0,18,NA,0,n,0,5,n,none,
7/28/23,S049C001,1,162,0,32,NA,0,n,0,4,n,none,
7/28/23,S050C001,1,NA,1,36,NA,0,n,0,2,n,none,
7/28/23,S051C001,1,93,0,18,NA,0,y,0,6,n,none,
7/28/23,S051C001,1,194,0,43,NA,0,n,0,4,n,none,
7/28/23,S052C001,1,34,1,7,NA,0,n,2,3,n,none,
7/28/23,S053C001,2,NA,1,25,NA,0,n,0,5,n,none,
7/28/23,S054C001,1,NA,1,6,NA,0,n,0,3,n,none,
7/28/23,S055C001,1,179,2,40,NA,0,n,0,5,n,none,
7/28/23,S056C001,1,83,0,21,NA,0,n,0,4,n,none,
7/28/23,S057C001,1,131,0,35,NA,0,n,0,4,n,none,
7/28/23,S059C001,1,110,0,58,NA,0,n,0,5,n,none,su495
7/28/23,S062C001,1,23,0,4,NA,0,n,0,3,n,none,
7/28/23,S063C001,1,77,0,19,NA,0,n,0,4,n,none,
7/28/23,S064C001,1,53,0,11,NA,0,n,0,3,n,none,
7/28/23,S065C001,1,65,0,24,NA,0,n,0,4,n,none,
7/28/23,S066C001,1,51,0,18,NA,0,n,0,4,n,none,
7/28/23,S067C001,1,65,0,15,NA,0,n,0,3,n,none,
7/28/23,S068C001,1,84,0,47,NA,0,n,0,3,n,none,
7/28/23,S069C001,1,66,0,11,NA,0,n,0,5,n,none,
7/28/23,S070C001,1,101,0,38,NA,0,n,0,2,n,none,
7/28/23,S071C001,2,48,0,9,NA,0,n,0,4,n,none,
7/28/23,S072C001,1,64,0,22,NA,0,n,0,3,n,none,
7/28/23,S073C001,1,105,0,23,NA,0,n,0,4,n,none,
7/28/23,S074C001,1,60,0,16,NA,0,n,0,3,n,none,
7/28/23,S075C001,1,60,0,21,NA,0,n,0,4,n,none,
7/28/23,S076C001,2,108,0,12,NA,0,n,0,5,n,none,
7/28/23,S077C001,1,101,0,23,NA,0,n,0,5,n,none,
7/28/23,S078C001,1,50,0,15,NA,0,y,0,4,n,none,
7/28/23,S078C002,1,52,0,12,NA,0,y,0,3,n,none,
7/28/23,S079C001,1,15,0,4,NA,0,n,0,3,n,none,
7/28/23,S080C001,1,68,0,26,NA,0,n,0,4,n,none,
7/28/23,S082C001,1,145,0,41,NA,0,n,0,3,n,none,
7/28/23,S083C001,1,191,0,36,NA,0,n,0,6,n,none,
7/28/23,S084C001,1,92,0,19,NA,0,n,0,3,n,none,
7/28/23,S085C001,1,166,0,26,0,0,y,0,6,n,none,
7/28/23,S085C001,1,21,0,6,0,0,n,0,5,n,none,
7/28/23,S087C001,1,96,0,19,NA,0,n,0,3,n,none,
7/28/23,S088C001,1,55,0,16,NA,0,n,0,2,n,none,
7/28/23,S089C001,1,NA,0,43,0,0,n,0,7,n,none,too many zooids to count
7/28/23,S090C001,2,124,0,17,0,6,n,0,6,n,none,
7/28/23,S091C001,1,133,0,18,0,0,n,0,6,n,none,
7/28/23,S092C001,1,84,0,16,0,0,y,0,4,n,none,
7/28/23,S093C001,3,82,0,8,0,0,n,0,5,n,none,
7/28/23,S094C001,1,166,0,23,NA,0,n,0,5,n,none,
7/28/23,S095C001,1,115,0,20,NA,0,n,0,5,n,none,
7/28/23,S096C001,NA,NA,NA,NA,NA,NA,n,0,0,y,no blood flow,degrading tunic
7/28/23,S097C001,1,114,0,44,NA,0,n,0,3,n,none,
7/28/23,S098C001,1,32,0,6,NA,0,n,0,2,n,none,
7/28/23,S099C001,1,41,0,6,NA,0,n,0,4,n,none,
7/28/23,TMSUB3,1,0,0,0,0,0,n,0,0,y,no flow,
7/28/23,TMSUB5,1,1,1,1,1,0,n,0,0,y,no flow,
